track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,553,147,141381703.0,125,Major,80,89,83,31,0,8,4,1,141381703.0,1
LALA,Myke Towers,1,2023,3,23,1474,48,133716286.0,92,Major,71,61,74,7,0,10,4,114,1172949.8771929825,1
vampire,Olivia Rodrigo,1,2023,6,30,1397,113,140003974.0,138,Major,51,32,53,17,0,31,6,15,9333598.266666668,7
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817.0,170,Major,55,58,72,11,0,11,15,1422,563179.1962025317,34
WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322.0,144,Minor,65,23,80,14,63,11,6,58,5228212.448275862,19
Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234.0,141,Major,92,66,58,19,0,8,24,44,4175141.6818181816,1
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112.0,148,Minor,67,83,76,48,0,8,3,121,5999835.636363637,1
Columbia,Quevedo,1,2023,7,7,714,43,58149378.0,100,Major,67,26,71,37,0,11,4,8,7268672.25,4
fukumean,Gunna,1,2023,5,15,1096,83,95217315.0,130,Minor,85,22,62,12,0,28,9,61,1560939.5901639345,1
La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067.0,170,Minor,81,56,48,21,0,8,33,120,4613617.225,1
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438.0,83,Minor,57,56,72,23,0,27,5,89,5681701.550561798,1
Super Shy,NewJeans,1,2023,7,7,422,55,58255150.0,150,Minor,78,52,82,18,0,15,7,8,7281893.75,6
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.0,118,Major,71,65,68,6,0,3,7,184,7156824.543478261,2
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.0,118,Major,71,65,68,6,0,3,7,184,7156824.543478261,2
Daylight,David Kushner,1,2023,4,14,3528,98,387570742.0,130,Minor,51,32,43,83,0,9,3,92,4212725.456521739,2
As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493.0,174,Minor,52,66,73,34,0,31,6,471,5335856.673036094,17
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654.0,89,Major,64,43,73,5,17,16,4,219,5310929.92694064,19
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,120,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,120,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,120,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,120,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,873,104,30546883.0,78,Major,44,14,9,96,0,10,3,2,15273441.5,5
Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234.0,100,Major,86,67,66,14,0,12,16,106,3162473.9056603773,1
Like Crazy,Jimin,1,2023,3,24,596,68,363369738.0,120,Major,63,36,73,0,0,36,4,113,3215661.3982300884,3
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842.0,140,Minor,65,87,74,22,0,42,4,23,3758471.391304348,1
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248.0,123,Major,69,82,76,6,0,6,3,8,6516906.0,34
I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110,1297026226.0,135,Minor,48,44,42,12,2,11,3,3847,337152.6451780608,4
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221.0,133,Minor,85,81,67,26,0,12,5,45,4458827.133333334,1
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561.0,99,Major,85,83,68,7,0,36,20,43,2682896.7674418604,1
SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654.0,130,Minor,79,96,86,9,0,9,9,23,3404376.2608695654,2
Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,899183384.0,107,Major,80,82,80,43,0,14,4,477,1885080.4696016773,1
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289.0,122,Minor,81,74,71,14,0,56,4,16,3827830.5625,1
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812.0,204,Major,52,52,68,46,0,15,4,165,2605029.163636364,11
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954.0,110,Minor,67,78,85,2,0,33,5,51,2498214.7843137253,3
Rush,Troye Sivan,1,2023,7,13,864,78,22581161.0,126,Minor,74,35,84,0,0,11,6,2,11290580.5,2
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266.0,168,Major,56,63,87,39,0,11,5,17,3076133.294117647,1
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510.0,98,Minor,71,17,61,36,0,8,5,225,3750922.2666666666,1
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277.0,97,Major,64,51,63,12,0,19,5,267,3744375.569288389,34
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393.0,180,Minor,72,61,63,67,0,9,28,142,4359087.274647887,1
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,1150,31,123122413.0,120,Major,81,63,68,11,0,11,4,44,2798236.659090909,1
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502.0,150,Major,61,39,73,37,0,11,3,99,1908419.212121212,1
Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075.0,96,Major,75,57,68,9,0,13,6,3482,389419.6079839173,34
Style,Taylor Swift,1,2014,1,1,7830,42,786181836.0,95,Major,60,48,79,0,0,12,4,3482,225784.5594485928,34
TQM,Fuerza Regida,1,2023,5,19,584,28,176553476.0,125,Minor,79,96,85,27,0,11,6,57,3097429.403508772,2
El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408.0,144,Minor,56,84,65,23,0,10,6,155,2287067.148387097,2
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550.0,90,Major,76,91,50,54,0,7,5,1740,1613848.5919540229,1
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169.0,128,Minor,56,38,97,4,0,35,4,323,3434777.613003096,1
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291.0,79,Major,56,58,56,37,0,11,10,2185,479222.55881006864,1
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199.0,144,Major,77,75,58,52,0,23,25,22,2961645.409090909,1
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054.0,122,Major,67,49,64,10,0,10,3,960,594286.5145833333,2
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054.0,122,Major,67,49,64,10,0,10,3,960,594286.5145833333,2
I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420.0,140,Major,71,82,81,11,0,6,5,428,2536648.1775700934,2
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401.0,134,Minor,59,51,52,9,0,15,7,2424,679864.0268151815,22
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693.0,186,Major,68,49,59,16,0,13,28,2488,1031161.452170418,1
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108.0,67,Minor,53,50,53,23,0,44,7,141,3679043.319148936,2
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850.0,106,Minor,72,17,64,7,0,10,5,43,2505903.488372093,1
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666.0,128,Major,60,23,91,0,0,12,3,100,1777406.66,1
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011.0,107,Minor,92,55,70,18,0,15,7,141,1087744.7588652482,4
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011.0,107,Minor,92,55,70,18,0,15,7,141,1087744.7588652482,4
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440.0,130,Minor,67,96,88,12,19,8,4,30,1929214.6666666667,1
Another Love,Tom Odell,1,2012,10,15,18371,83,1813673666.0,123,Minor,45,13,54,70,0,9,4,3925,462082.4626751592,1
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074.0,171,Major,50,38,80,0,0,9,7,1324,2797503.832326284,22
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385.0,137,Minor,64,88,72,51,0,17,5,141,1819031.0992907805,1
La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358.0,125,Minor,84,85,68,58,0,22,4,415,2925502.0674698795,1
S91,Karol G,1,2023,7,14,525,41,16011326.0,128,Minor,86,42,72,59,0,9,19,1,16011326.0,4
S91,Karol G,1,2023,7,14,525,41,16011326.0,128,Minor,86,42,72,59,0,9,19,1,16011326.0,4
cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557.0,130,Minor,61,53,58,55,0,27,4,1086,747715.982504604,34
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664.0,130,Major,86,59,96,50,1,9,5,72,1554828.6666666667,1
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624.0,133,Major,70,86,81,25,0,25,5,162,965053.2345679012,1
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240.0,101,Major,88,72,59,62,0,9,3,386,1866409.9481865284,1
BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728.0,95,Minor,77,53,64,74,0,17,14,113,3167484.318584071,1
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710.0,98,Minor,90,40,59,0,0,10,29,282,2390328.7588652484,1
Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421.0,173,Major,43,28,66,0,0,23,3,8961,195872.60584756164,1
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836.0,90,Major,64,10,62,7,0,48,7,267,1515216.6142322095,34
People,Libianca,1,2022,12,2,3506,56,373199958.0,198,Minor,59,71,42,55,0,10,7,225,1658666.48,1
Overdrive,Post Malone,1,2023,7,14,410,36,14780425.0,140,Major,56,48,73,0,0,35,4,1,14780425.0,3
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178.0,82,Major,51,22,53,1,0,15,3,8,4947272.25,34
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102.0,130,Minor,77,84,89,17,0,43,5,22,2466641.0,2
Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762.0,81,Major,76,53,53,44,0,9,9,1112,2300337.915467626,1
golden hour,JVKE,1,2022,7,15,4511,36,751134527.0,94,Minor,51,14,59,65,18,25,3,365,2057902.81369863,2
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485.0,124,Major,61,41,81,5,2,10,3,4079,559639.9816131404,3
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485.0,124,Major,61,41,81,5,2,10,3,4079,559639.9816131404,3
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093.0,128,Major,62,55,78,1,3,23,4,374,3627179.393048128,1
Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789.0,138,Minor,49,42,62,9,0,11,3,5674,280738.41892844555,3
Here With Me,d4vd,1,2022,7,17,3246,23,635412045.0,132,Major,58,27,48,50,0,12,3,363,1750446.4049586777,2
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890.0,131,Major,71,24,47,1,0,27,9,296,4157688.8175675673,1
Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368.0,168,Minor,78,58,73,5,0,10,7,207,2829446.222222222,2
CORAZï¿½ï¿½N VA,Maria Becerra,1,2023,6,22,370,20,43857627.0,98,Major,68,40,79,33,0,30,6,23,1906853.347826087,1
Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673.0,102,Major,48,50,73,43,0,15,4,17727,113335.28927624528,1
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848.0,101,Major,34,32,57,78,0,20,3,449,1338478.5033407572,1
Novidade na ï¿½ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092.0,130,Major,63,36,34,76,0,35,9,22,1804958.7272727275,1
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,39228929.0,142,Major,50,20,64,1,0,12,3,8,4903616.125,34
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922.0,170,Major,59,48,76,4,0,10,5,736,3621391.198369565,1
El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238.0,124,Minor,78,70,68,3,1,11,4,134,1668904.7611940298,1
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814.0,110,Major,50,45,41,75,0,11,3,1710,1688445.505263158,3
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818.0,92,Minor,91,43,71,9,0,9,8,435,3312086.9379310347,1
Makeba,Jain,1,2015,6,22,6060,53,165484133.0,116,Major,82,40,66,39,51,25,7,2945,56191.55619694397,1
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641,50,58054811.0,129,Major,63,84,82,70,8,9,7,4042,14362.892380009896,1
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870.0,98,Major,71,67,60,19,0,12,3,113,1389901.5044247787,1
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998.0,172,Minor,74,76,76,6,0,10,9,120,792766.65,1
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248.0,150,Major,68,14,76,4,0,10,4,120,2085877.066666667,1
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875,23,685032533.0,136,Minor,62,19,53,11,0,6,4,2075,330136.1604819277,34
Still With You,Jung Kook,1,2020,6,5,31,39,38411956.0,88,Minor,53,34,47,9,0,83,4,1135,33843.133039647575,2
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150.0,143,Major,83,69,44,15,0,10,33,64,2258830.46875,1
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540.0,100,Minor,49,17,35,71,9,11,3,120,1063062.8333333333,3
Snooze,SZA,1,2022,12,9,2839,25,399686758.0,143,Major,56,39,55,14,0,11,13,218,1833425.495412844,19
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508.0,112,Minor,56,24,66,7,0,12,3,4578,214861.84097859327,3
Take Two,BTS,1,2023,6,9,674,47,118482347.0,93,Major,62,57,59,3,0,38,3,36,3291176.3055555555,8
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184.0,206,Major,43,50,55,50,0,15,10,4213,209549.2959886067,34
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165.0,88,Minor,68,17,71,15,0,11,5,225,1272889.6222222222,1
Chemical,Post Malone,1,2023,4,14,2528,39,172825906.0,170,Major,50,37,90,0,0,12,5,92,1878542.456521739,3
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043.0,84,Minor,62,24,67,21,0,13,28,7135,174009.67666433076,4
New Jeans,NewJeans,1,2023,7,7,77,35,29562220.0,134,Minor,81,53,72,51,0,12,5,8,3695277.5,6
Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611.0,158,Major,54,50,40,61,0,10,6,451,171418.20620842572,1
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506.0,116,Major,80,92,80,4,0,10,3,2073,774348.5315967198,1
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633.0,117,Major,61,45,69,2,0,9,3,2269,492285.4266196562,1
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900.0,114,Minor,77,65,72,2,0,7,5,856,979065.3037383178,3
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694.0,108,Minor,61,47,68,0,0,13,3,4578,254176.6478811708,4
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694.0,108,Minor,61,47,68,0,0,13,3,4578,254176.6478811708,4
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694.0,108,Minor,61,47,68,0,0,13,3,4578,254176.6478811708,4
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526.0,144,Minor,74,37,53,7,0,21,10,4213,259578.8098741989,1
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294.0,130,Major,51,18,44,76,0,11,3,225,798485.7511111111,1
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561.0,116,Major,77,79,62,33,1,15,3,23,1698198.3043478262,2
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123.0,121,Major,65,49,78,0,0,17,4,8,4614015.375,34
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614.0,112,Major,64,54,81,36,0,11,6,14027,85973.59478149284,1
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570.0,100,Minor,70,47,52,30,0,6,33,3140,570382.347133758,1
Tattoo,Loreen,1,2023,2,25,2988,59,201660859.0,150,Minor,55,30,78,24,0,12,8,140,1440434.7071428571,1
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961.0,120,Minor,84,96,71,18,0,34,17,157,1580184.4649681528,1
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753.0,127,Minor,82,89,85,4,0,23,6,64,1419371.140625,1
august,Taylor Swift,1,2020,7,24,7324,22,607123776.0,90,Major,51,42,61,53,0,9,3,1086,559045.8342541436,34
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345.0,128,Minor,75,79,63,33,0,15,4,23,2427928.0434782607,2
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784.0,143,Major,64,31,87,4,4,8,4,127,1661817.1968503937,1
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938.0,139,Major,74,68,68,3,0,26,4,365,939446.405479452,1
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762.0,162,Major,49,78,64,19,0,11,4,218,12.6697247706422,1
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424.0,92,Major,81,39,60,31,0,7,3,764,432390.6073298429,2
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821.0,95,Major,87,57,55,10,0,29,7,330,1823829.7606060605,8
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826.0,146,Major,63,88,93,3,0,10,8,4351,448985.02091473225,1
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122.0,95,Major,55,56,82,12,0,34,5,1336,1738458.1751497006,17
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893.0,115,Minor,35,12,30,93,0,10,3,2164,1088595.1446395563,1
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503.0,128,Major,78,59,65,10,0,26,5,24,2787604.2916666665,2
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746.0,130,Minor,82,69,83,3,0,27,5,61,1578258.1311475409,2
OMG,NewJeans,1,2023,1,2,1783,27,430977451.0,127,Minor,80,74,77,36,0,11,4,194,2221533.25257732,6
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874.0,150,Major,42,20,86,21,0,9,9,4578,62214.91349934469,3
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598.0,122,Minor,78,50,63,27,0,9,5,185,3902570.8,1
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710.0,140,Major,52,20,85,0,0,7,5,5930,205248.0118043845,4
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132.0,140,Major,63,22,54,46,0,12,8,43,2541305.395348837,1
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178.0,119,Minor,75,48,53,18,0,18,34,225,1227818.568888889,1
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632.0,110,Minor,76,96,72,32,0,9,4,54,1004178.3703703705,1
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074.0,95,Major,60,17,45,16,0,11,2,2386,1072728.027661358,9
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074.0,95,Major,60,17,45,16,0,11,2,2386,1072728.027661358,9
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126.0,132,Major,56,20,55,45,1,32,3,360,1893286.461111111,2
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133.0,125,Minor,77,74,78,4,0,23,11,2356,1101035.7101018676,3
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253.0,124,Minor,84,65,50,67,0,13,6,57,1422846.5438596492,1
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641.0,133,Minor,93,68,65,42,0,12,25,44,271741.8409090909,1
Without Me,Eminem,1,2002,1,1,21081,43,1687664027.0,112,Major,92,67,66,0,0,36,9,7865,214579.0244119517,4
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388.0,97,Major,79,92,89,5,0,6,5,2,5799694.0,1
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552.0,90,Minor,59,52,48,38,5,10,11,2424,252351.7128712872,1
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788.0,80,Minor,65,27,69,8,0,53,4,435,2606588.0183908045,1
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494.0,172,Major,45,33,59,6,0,8,3,7135,152684.30189208128,1
Those Eyes,New West,1,2019,5,10,1507,14,411747614.0,120,Major,60,24,35,73,0,31,3,1527,269644.8028814669,1
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.0,140,Minor,74,96,80,18,0,5,5,169,1514392.8698224851,1
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.0,128,Minor,81,90,77,1,0,9,5,15,2124902.933333333,1
Bye,Peso Pluma,1,2023,5,26,324,14,95053634.0,122,Major,78,70,81,57,0,10,5,50,1901072.68,2
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863.0,130,Major,47,86,92,8,0,5,24,4943,258837.72263807405,1
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632.0,160,Major,69,61,71,33,0,31,20,163,1434365.8404907975,1
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984.0,144,Major,73,87,70,6,0,28,5,3874,382382.5462054724,4
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,192,Major,50,85,52,11,0,28,6,102,1393090.931372549,1
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532.0,163,Major,54,40,67,0,0,9,17,393,1574772.3460559796,8
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183.0,122,Minor,66,48,71,6,0,12,4,3847,522865.6571354302,2
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737.0,154,Major,61,41,74,21,0,40,6,848,1376569.265330189,3
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
